mode,run_id,cycles,energy,temp,wall_clock_s
uncompiled,1,50006,10001.007550240263,125.00774147132688,0.4165955210009997
uncompiled,2,50006,10001.007550240263,125.00774147132688,0.2942357060019276
uncompiled,3,50006,10001.007550240263,125.00774147132688,0.2530768140022701
compiled,1,50006,10001.007550240263,125.00774147132688,0.22995844199977
compiled,2,50006,10001.007550240263,125.00774147132688,0.254947784000251
compiled,3,50006,10001.007550240263,125.00774147132688,0.2272261920006713
